day,blocks,p50,p80,p90,p99
2025-09-10 00:00:00.000 UTC,7119,0.012757930728912901,0.012757930728912901,0.030306333436973327,0.12947374495713992
2025-09-11 00:00:00.000 UTC,7150,0.011740772127994214,0.011740772127994214,0.02607267282203958,0.14039783057764374
2025-09-12 00:00:00.000 UTC,7160,0.012636861345764621,0.012636861345764621,0.029589594491232506,0.14166379635496798
2025-09-13 00:00:00.000 UTC,7164,0.010517779992477017,0.010517779992477017,0.023061681363355794,0.11829542751031753
2025-09-14 00:00:00.000 UTC,7166,0.010134819436646639,0.010134819436646639,0.021528604681134024,0.10618471655599834
2025-09-15 00:00:00.000 UTC,7151,0.012197579770926184,0.012197579770926184,0.033642826912908784,0.1846236734023459
2025-09-16 00:00:00.000 UTC,7152,0.011909070424429123,0.011909070424429123,0.026272860570963244,0.14030963773838914
2025-09-17 00:00:00.000 UTC,7161,0.011864914826218353,0.011864914826218353,0.033983599934854156,0.1961889393219754
2025-09-18 00:00:00.000 UTC,7156,0.013201701620981233,0.013201701620981233,0.03295857330340404,0.13033463728839484
2025-09-19 00:00:00.000 UTC,7157,0.010949569157966504,0.010949569157966504,0.024238042485634215,0.1261820986681626
2025-09-20 00:00:00.000 UTC,7147,0.008604702169728173,0.008604702169728173,0.017044523721790637,0.06784997643511091
2025-09-21 00:00:00.000 UTC,7142,0.00860557669569742,0.00860557669569742,0.019058809009236267,0.09137824841708987
2025-09-22 00:00:00.000 UTC,7149,0.013245526519126817,0.013245526519126817,0.03814770024040752,0.31696482233828016
2025-09-23 00:00:00.000 UTC,7167,0.010896010126065036,0.010896010126065036,0.024633457970562888,0.11087400405521927
2025-09-24 00:00:00.000 UTC,7155,0.011347976195957631,0.011347976195957631,0.027932597216390402,0.18398237345006954
2025-09-25 00:00:00.000 UTC,7144,0.015405158075142717,0.015405158075142717,0.046845886670773614,0.35888581687249177
2025-09-26 00:00:00.000 UTC,7137,0.012664445479755605,0.012664445479755605,0.03302764444026047,0.16540876145985017
2025-09-27 00:00:00.000 UTC,7151,0.01020906516218092,0.01020906516218092,0.023738209803976968,0.16209354207865928
2025-09-28 00:00:00.000 UTC,7147,0.008877098748586096,0.008877098748586096,0.018069946483830195,0.09180234033653853
2025-09-29 00:00:00.000 UTC,7154,0.013315006116296253,0.013315006116296253,0.04866008826632597,0.2577587410890675
2025-09-30 00:00:00.000 UTC,7153,0.012779573663932961,0.012779573663932961,0.03141718879135465,0.14215523814486783
2025-10-01 00:00:00.000 UTC,7139,0.011902978294451106,0.011902978294451106,0.02936187781508155,0.14028629332654324
2025-10-02 00:00:00.000 UTC,7145,0.012950309747245347,0.012950309747245347,0.03381115572342638,0.16377662219319308
2025-10-03 00:00:00.000 UTC,7163,0.011454521999807931,0.011454521999807931,0.030054285033578633,0.1883499687572159
2025-10-04 00:00:00.000 UTC,7145,0.008750641601093645,0.008750641601093645,0.01947544833860104,0.0687779612936568
2025-10-05 00:00:00.000 UTC,7162,0.00967116876624953,0.00967116876624953,0.022819993156978188,0.12177885673997822
2025-10-06 00:00:00.000 UTC,7150,0.012520941054689946,0.012520941054689946,0.04460513476301099,0.21828399845880067
2025-10-07 00:00:00.000 UTC,7153,0.011983806243848918,0.011983806243848918,0.037868010824227194,0.27956191681941106
2025-10-08 00:00:00.000 UTC,7138,0.011035822708489927,0.011035822708489927,0.02774507710172313,0.1279423066280739
2025-10-09 00:00:00.000 UTC,7154,0.013000582175479754,0.013000582175479754,0.03706533504913671,0.16598248335366794
2025-10-10 00:00:00.000 UTC,7146,0.015279398186381977,0.015279398186381977,0.3435522649640279,8.495036063419061
2025-10-11 00:00:00.000 UTC,7156,0.020983354779698926,0.020983354779698926,0.07796999586408018,0.34189895521922986
2025-10-12 00:00:00.000 UTC,7158,0.0134217370140541,0.0134217370140541,0.0472360765323094,0.2798462234699598
2025-10-13 00:00:00.000 UTC,7142,0.014171749569822131,0.014171749569822131,0.04035375555098458,0.20426670768778224
2025-10-14 00:00:00.000 UTC,7147,0.015060131912132388,0.015060131912132388,0.05355981449717153,0.2807800587292384
2025-10-15 00:00:00.000 UTC,7148,0.01329082475621047,0.01329082475621047,0.039204844975436866,0.1877497355030075
2025-10-16 00:00:00.000 UTC,7132,0.012425701688210859,0.012425701688210859,0.04165726521742545,0.22442052372470406
2025-10-17 00:00:00.000 UTC,7150,0.014492814924821034,0.014492814924821034,0.05188435626635929,0.27566723800613596
2025-10-18 00:00:00.000 UTC,7145,0.008426928088857217,0.008426928088857217,0.016664273492104975,0.07697386650383997
2025-10-19 00:00:00.000 UTC,7150,0.008791188059516505,0.008791188059516505,0.022544225880742008,0.1997189075518123
2025-10-20 00:00:00.000 UTC,7119,0.010717902086088868,0.010717902086088868,0.030044431618739174,0.17200283408854716
2025-10-21 00:00:00.000 UTC,7119,0.011063421237718071,0.011063421237718071,0.03637438320304023,0.2395175513737673
2025-10-22 00:00:00.000 UTC,7128,0.011137833558900613,0.011137833558900613,0.03535223093234322,0.1894908199951083
2025-10-23 00:00:00.000 UTC,7125,0.009818344954646055,0.009818344954646055,0.025266279598296082,0.15161234291049167
2025-10-24 00:00:00.000 UTC,7135,0.010277783336013065,0.010277783336013065,0.02667710447820058,0.1528633587628032
2025-10-25 00:00:00.000 UTC,7150,0.008133254058869305,0.008133254058869305,0.01937155251872798,0.06311471997966533
2025-10-26 00:00:00.000 UTC,7161,0.008335829632280389,0.008335829632280389,0.021304087380353737,0.11477728889590144
2025-10-27 00:00:00.000 UTC,7137,0.011513934138698723,0.011513934138698723,0.030046893502493843,0.15322873810167925
2025-10-28 00:00:00.000 UTC,7126,0.010304253682339516,0.010304253682339516,0.02828527972281763,0.17758255916586438
2025-10-29 00:00:00.000 UTC,7148,0.010360378632939603,0.010360378632939603,0.027018181820049565,0.1954188658127618
2025-10-30 00:00:00.000 UTC,7140,0.012872197890284041,0.012872197890284041,0.03764011088544898,0.19112442179286343
2025-10-31 00:00:00.000 UTC,7133,0.01071958127146898,0.01071958127146898,0.027896235637416222,0.16107959871081645
